100
9,14,6,13,11,9,6,10,6,10,8,13,6,0,5,6,9,10,7,11,13,8,7,9,6,6,6,10,7,7,10,7,16,7,9,7,7,9,9,9,14,6,7,7,6,7,11,13,9,16,7,6,9,7,6,9,9,9,6,9,5,9,10,7,5,9,9,9,6,11,10,9,11,6,7,7,9,7,6,11,53,10,9,8,10,5,10,9,7,8,7,9,6,10,6,9,13,9,9,7
8,6,9,6,5,5,10,10,7,6,8,9,7,5,0,11,5,7,9,6,7,10,7,12,7,7,7,8,6,5,8,6,7,7,8,6,6,9,6,11,6,10,7,7,7,6,10,5,9,5,6,6,16,7,7,6,6,16,5,6,7,7,12,6,5,10,5,6,20,6,10,11,8,7,8,6,8,7,9,10,5,12,8,10,10,8,7,8,5,6,11,12,11,7,6,6,5,9,10,6
14,6,6,7,13,10,12,7,7,7,9,15,10,6,11,0,10,15,10,6,6,7,12,7,7,10,9,5,10,8,26,8,6,6,5,8,8,9,10,9,7,6,7,7,19,7,12,11,7,7,7,8,12,6,7,6,10,12,8,6,5,9,26,10,8,10,11,6,10,7,7,7,10,9,15,6,6,28,7,6,6,26,9,6,7,7,14,10,7,10,11,6,7,6,6,6,6,7,6,6
10,6,8,10,15,46,8,6,6,6,17,8,6,9,5,10,0,6,14,6,6,12,11,7,7,6,6,6,6,12,12,10,9,6,7,6,9,9,10,6,9,9,14,7,11,7,10,9,6,6,8,10,10,6,9,12,7,6,8,6,10,6,12,7,7,7,9,5,6,9,8,8,7,6,15,9,6,10,6,10,9,10,7,10,8,6,10,60,9,9,10,9,10,8,7,7,10,6,6,9
7,11,6,8,6,6,10,7,14,6,6,6,7,10,7,15,6,0,8,7,9,6,11,6,9,9,7,6,9,10,6,7,9,7,7,12,11,7,6,7,9,6,7,6,7,8,13,9,9,5,10,6,13,8,14,7,16,7,32,7,10,7,6,8,6,7,5,17,8,7,7,6,9,8,8,9,7,6,6,13,10,16,5,6,7,6,47,6,9,5,8,6,18,9,8,17,8,6,9,11
7,6,12,8,8,9,11,9,10,6,9,7,10,7,9,10,14,8,0,6,9,13,11,9,7,9,6,9,20,8,5,6,6,7,8,17,7,8,9,12,7,6,54,9,7,9,7,7,14,10,5,9,9,7,6,8,6,7,6,9,9,12,5,10,19,7,7,11,6,6,9,6,9,6,9,9,6,5,8,7,6,6,9,6,9,7,8,14,8,14,6,6,8,9,11,11,8,14,6,6
12,5,10,6,7,10,7,6,6,8,8,10,6,11,6,6,6,7,6,0,6,6,6,7,13,7,12,6,7,13,8,6,5,7,8,12,6,6,15,6,12,9,6,10,6,6,6,14,13,6,6,8,7,7,7,6,7,7,5,6,6,6,8,8,13,5,6,8,9,47,7,11,6,12,7,12,29,8,14,7,8,8,8,9,6,6,7,7,9,10,12,6,7,9,8,8,6,10,6,10
6,8,10,8,7,8,7,6,10,11,6,6,15,13,7,6,6,9,9,6,0,11,22,11,7,15,10,9,27,13,9,5,17,11,7,13,13,7,22,8,5,11,9,6,10,10,16,8,9,18,6,10,16,11,6,7,5,12,6,12,11,7,9,7,6,8,7,7,5,5,15,8,10,10,27,9,10,5,14,7,10,9,7,6,15,8,9,9,20,7,14,13,8,50,12,7,10,9,7,6
10,9,10,19,10,8,29,10,8,11,17,8,7,8,10,7,12,6,13,6,11,0,7,9,6,7,15,6,9,18,7,10,11,9,7,7,7,15,6,16,13,11,13,10,11,7,6,9,6,13,9,15,5,9,10,6,7,6,6,10,11,16,7,11,7,6,5,8,10,10,9,6,6,6,16,6,6,10,8,10,11,7,7,8,10,10,6,12,8,9,10,7,6,11,8,8,19,6,16,11
7,9,10,12,8,6,7,10,7,7,10,11,9,7,7,12,11,11,11,6,22,7,0,9,9,9,7,7,15,8,7,6,9,7,10,9,7,11,9,12,9,6,9,7,9,11,10,10,11,15,7,7,10,6,6,6,9,14,11,8,8,10,9,9,11,9,11,6,12,6,13,6,7,7,6,7,8,7,12,12,8,18,7,10,9,7,8,8,9,10,12,8,6,22,7,6,12,10,6,9
12,7,9,13,8,19,11,6,9,9,9,6,8,9,12,7,7,6,9,7,11,9,9,0,11,7,7,9,9,9,8,6,9,13,6,9,5,9,6,7,6,12,6,11,6,9,13,15,7,9,6,8,13,13,9,7,7,6,11,10,7,10,7,7,6,19,13,11,8,7,6,10,14,7,9,6,8,7,13,13,9,7,11,7,6,8,6,7,6,10,7,10,6,7,10,11,7,9,9,6
6,17,13,16,5,6,7,7,8,6,6,6,11,6,7,7,7,9,7,13,7,6,9,11,0,11,9,9,13,9,9,8,6,7,15,6,15,7,7,10,13,6,8,11,8,5,13,6,13,6,9,8,7,7,11,16,12,7,13,9,8,10,9,8,10,7,10,7,10,13,7,7,11,9,6,14,7,7,14,13,6,9,9,6,7,9,5,7,7,6,9,9,9,9,10,7,16,13,9,10
8,10,6,6,7,12,11,8,6,12,8,7,58,6,7,10,6,9,9,7,15,7,9,7,11,0,6,6,8,6,9,7,7,13,10,13,6,7,12,9,6,6,9,6,7,7,7,11,6,7,6,7,7,13,7,11,7,6,6,14,7,9,9,8,6,10,5,14,10,7,8,9,9,6,7,13,13,7,6,7,6,9,6,8,8,11,9,9,8,6,6,14,9,9,6,14,7,6,11,19
9,7,11,11,9,6,7,10,6,6,8,8,6,6,7,9,6,7,6,12,10,15,7,7,9,6,0,9,8,13,9,10,12,9,15,6,6,5,6,15,7,9,8,11,9,12,13,7,7,15,6,10,13,9,11,20,6,13,11,8,7,6,9,6,12,6,9,6,6,6,10,8,7,46,7,9,12,6,14,9,6,9,7,7,10,11,7,6,8,6,12,6,11,6,5,6,9,7,7,14
6,6,9,8,7,7,16,10,11,5,6,13,6,10,8,5,6,6,9,6,9,6,7,9,9,6,9,0,13,6,9,6,8,10,7,6,5,10,7,10,7,15,6,6,7,9,8,8,6,9,6,7,7,10,6,7,6,8,7,7,6,10,7,9,11,6,8,9,10,8,10,5,13,9,10,9,9,6,9,7,10,6,6,6,10,35,6,6,6,6,10,7,6,9,7,8,6,9,6,8
6,8,6,9,5,10,6,11,9,5,7,6,8,7,6,10,6,9,20,7,27,9,15,9,13,8,8,13,0,6,11,7,6,13,6,11,12,5,30,6,6,9,20,6,7,6,7,10,6,6,18,10,11,13,9,7,6,21,9,5,6,6,17,10,9,7,15,5,11,7,11,9,6,6,7,7,5,10,14,7,7,7,7,7,11,10,7,6,12,6,7,13,7,14,7,5,9,6,7,9
7,23,9,9,20,12,9,11,7,7,10,17,11,7,5,8,12,10,8,13,13,18,8,9,9,6,13,6,6,0,7,5,9,8,9,6,17,10,8,6,9,6,6,13,8,10,9,11,9,10,6,6,9,8,10,9,12,7,10,14,9,6,8,6,6,7,11,9,9,14,6,13,13,5,20,13,6,6,7,9,7,13,6,7,10,6,6,12,7,8,7,14,6,6,6,9,8,9,9,10
8,6,12,10,9,12,6,11,9,7,11,7,8,10,8,26,12,6,5,8,9,7,7,8,9,9,9,9,11,7,0,15,9,7,5,9,11,10,10,8,7,10,6,6,6,6,9,11,12,6,10,8,9,7,7,12,6,12,6,5,5,8,59,6,6,10,9,6,7,13,11,12,7,9,6,9,7,7,7,8,10,36,10,11,11,7,6,12,9,6,7,11,6,10,7,6,10,12,6,6
9,8,6,6,10,10,7,6,10,12,5,6,7,7,6,8,10,7,6,6,5,10,6,6,8,7,10,6,7,5,15,0,7,8,9,8,6,6,7,10,7,6,6,6,9,6,6,9,15,14,10,12,6,8,7,9,9,6,7,6,5,10,7,11,7,8,7,9,6,6,10,11,6,10,11,9,10,7,10,9,7,7,10,15,10,13,9,13,6,5,11,6,9,5,12,9,7,15,23,9
10,8,5,10,6,9,11,6,6,5,7,13,7,16,7,6,9,9,6,5,17,11,9,9,6,7,12,8,6,9,9,7,0,21,9,13,11,7,5,8,8,8,6,14,6,5,9,6,5,5,10,9,10,21,6,9,8,10,9,6,6,8,9,5,6,7,19,9,15,6,10,7,6,12,6,5,10,6,6,10,5,9,6,9,10,6,6,9,9,12,7,10,9,9,5,9,10,5,8,17
7,11,9,17,6,6,7,6,5,6,6,6,13,7,7,6,6,7,7,7,11,9,7,13,7,13,9,10,13,8,7,8,21,0,7,13,11,13,6,24,18,10,8,17,9,6,11,5,6,6,9,7,11,69,7,8,9,6,12,11,6,24,7,6,8,8,7,7,10,7,6,7,6,6,11,19,7,7,16,11,17,7,10,6,6,6,8,6,7,6,7,11,8,6,8,7,15,6,12,12
17,10,10,6,5,6,5,7,6,11,13,11,7,9,8,5,7,7,8,8,7,7,10,6,15,10,15,7,6,9,5,9,9,7,0,7,9,14,7,6,7,6,8,6,11,9,6,6,9,6,6,6,6,7,7,9,6,5,7,10,7,6,6,7,15,13,7,20,7,5,7,13,8,6,6,7,13,9,12,10,9,6,8,12,7,13,8,9,12,6,10,10,8,7,6,20,7,9,9,7
6,6,9,7,9,7,9,9,9,10,6,6,15,7,6,8,6,12,17,12,13,7,9,9,6,13,6,6,11,6,9,8,13,13,7,0,9,8,5,9,7,11,17,8,5,15,7,7,9,15,16,6,6,13,6,8,10,6,9,7,6,9,9,7,10,9,8,7,6,10,9,7,12,6,6,36,12,6,6,8,6,9,7,13,9,9,12,7,10,8,13,9,6,9,5,7,7,9,12,11
10,10,7,9,6,6,6,11,6,5,11,8,7,7,6,8,9,11,7,6,13,7,7,5,15,6,6,5,12,17,11,6,11,11,9,9,0,8,10,8,6,6,8,8,6,6,12,9,7,6,7,9,10,11,7,7,6,10,13,18,12,8,11,7,10,8,6,6,9,6,11,7,6,6,6,17,6,6,6,13,9,10,15,6,11,11,12,6,6,10,7,40,12,6,7,6,10,7,10,10
6,7,13,10,7,10,10,22,8,7,10,9,7,9,9,9,9,7,8,6,7,15,11,9,7,7,5,10,5,10,10,6,7,13,14,8,8,0,7,16,6,9,12,6,11,9,6,6,12,7,10,19,6,13,9,10,8,7,15,10,6,16,10,5,10,25,8,10,7,6,10,7,9,7,6,6,7,8,9,6,9,10,9,7,11,10,9,9,12,14,6,9,9,8,7,10,9,13,6,6
6,7,6,6,6,10,9,11,7,6,7,7,12,9,6,10,10,6,9,15,22,6,9,6,7,12,6,7,30,8,10,7,5,6,7,5,10,7,0,6,11,15,9,8,7,7,13,10,6,7,9,6,13,6,9,10,8,13,7,7,6,8,10,6,9,7,10,8,11,15,9,6,6,6,9,9,6,10,7,6,9,7,6,13,9,10,6,10,12,6,8,13,8,9,7,8,30,6,7,7
6,12,14,6,19,7,10,6,7,11,16,8,9,9,11,9,6,7,12,6,8,16,12,7,10,9,15,10,6,6,8,10,8,24,6,9,8,16,6,0,7,5,6,7,12,17,9,9,16,17,10,8,7,24,7,5,10,7,10,7,13,63,8,7,7,16,7,7,7,10,6,6,13,15,15,6,11,7,6,10,8,10,6,16,6,10,7,6,9,11,9,8,7,7,12,7,6,16,9,10
9,10,6,6,6,9,7,6,5,10,6,17,6,14,6,7,9,9,7,12,5,13,9,6,13,6,7,7,6,9,7,7,8,18,7,7,6,6,11,7,0,6,7,6,10,8,6,10,9,8,9,10,6,18,6,7,9,7,8,7,7,9,7,6,9,6,9,18,10,8,6,7,8,8,6,6,9,17,6,6,14,10,6,9,6,6,9,9,7,10,6,8,8,5,6,18,6,9,6,11
6,6,7,6,6,6,6,8,7,7,7,8,5,6,10,6,9,6,6,9,11,11,6,12,6,6,9,15,9,6,10,6,8,10,6,11,6,9,15,5,6,0,6,9,9,8,6,6,6,6,7,7,11,10,7,9,6,11,10,5,7,6,10,9,12,5,6,6,7,6,8,8,6,9,10,12,9,6,13,11,6,10,7,7,8,14,6,9,6,15,6,6,7,6,7,6,20,6,6,8
7,6,12,8,8,9,6,9,17,6,7,7,10,7,7,7,14,7,54,6,9,13,9,6,8,9,8,6,20,6,6,6,6,8,8,17,8,12,9,6,7,6,0,9,14,9,13,7,14,10,7,13,13,8,6,8,6,8,5,9,6,6,6,10,19,12,7,11,6,6,9,9,10,13,8,9,6,8,8,7,6,6,9,6,9,7,7,14,8,10,6,6,7,9,6,11,9,14,7,6
6,16,12,27,10,7,9,8,11,17,6,7,6,7,7,7,7,6,9,10,6,10,7,11,11,6,11,6,6,13,6,6,14,17,6,8,8,6,8,7,6,9,9,0,9,8,6,9,11,6,6,9,6,17,6,8,10,6,7,8,6,7,6,6,13,6,9,6,7,10,6,6,6,8,10,9,7,5,7,11,7,10,9,7,8,8,7,7,6,7,8,5,7,15,15,8,8,8,9,7
7,8,8,12,13,6,6,5,6,8,10,7,7,6,7,19,11,7,7,6,10,11,9,6,8,7,9,7,7,8,6,9,6,9,11,5,6,11,7,12,10,9,14,9,0,6,10,6,9,6,7,12,14,9,12,9,6,14,7,8,9,12,6,7,7,11,7,7,8,6,6,7,7,7,6,6,9,8,7,6,7,6,7,5,6,7,6,11,6,9,5,8,6,10,15,7,7,7,7,7
7,7,7,7,7,7,6,9,8,22,14,10,7,7,6,7,7,8,9,6,10,7,11,9,5,7,12,9,6,10,6,6,5,6,9,15,6,9,7,17,8,8,9,8,6,0,8,7,7,53,7,9,8,6,6,8,7,8,8,8,13,11,8,11,7,13,10,12,12,6,8,9,10,10,7,15,6,9,10,10,7,8,15,10,9,8,7,12,7,9,6,8,7,10,5,12,7,8,7,13
8,6,9,8,9,10,8,13,8,9,6,12,7,11,10,12,10,13,7,6,16,6,10,13,13,7,13,8,7,9,9,6,9,11,6,7,12,6,13,9,6,6,13,6,10,8,0,7,9,9,7,6,55,11,7,6,11,28,13,5,10,9,9,8,9,6,15,8,6,6,13,8,7,8,8,10,6,12,8,44,11,11,8,6,13,6,6,7,12,6,7,12,5,7,8,7,13,9,13,15
9,6,12,6,13,7,9,9,11,6,8,9,14,13,5,11,9,9,7,14,8,9,10,15,6,11,7,8,10,11,11,9,6,5,6,7,9,6,10,9,10,6,7,9,6,7,7,0,6,7,8,6,7,5,10,7,9,8,7,12,5,9,11,7,6,11,10,6,7,13,6,7,6,7,10,7,6,10,6,7,13,6,6,17,9,12,9,7,18,6,8,9,6,8,7,6,8,6,10,8
10,8,29,8,10,11,12,10,6,10,11,5,10,9,9,7,6,9,14,13,9,6,11,7,13,6,7,6,6,9,12,15,5,6,9,9,7,12,6,16,9,6,14,11,9,7,9,6,0,7,7,7,6,6,7,11,12,9,7,7,10,16,12,6,7,12,9,6,13,7,6,7,10,9,8,9,7,7,9,7,11,10,6,6,6,6,6,10,10,10,11,9,6,10,11,6,8,55,7,11
7,11,7,7,7,9,11,9,8,22,14,10,7,16,5,7,6,5,10,6,18,13,15,9,6,7,15,9,6,10,6,14,5,6,6,15,6,7,7,17,8,6,10,6,6,53,9,7,7,0,7,9,9,6,8,8,7,6,7,8,7,11,8,11,6,6,10,12,12,6,8,9,10,12,7,15,9,9,8,10,7,8,9,10,9,6,7,6,7,9,6,8,7,18,9,12,7,6,7,13
10,21,7,6,7,9,10,6,10,12,8,8,6,7,6,7,8,10,5,6,6,9,7,6,9,6,6,6,18,6,10,10,10,9,6,16,7,10,9,10,9,7,7,6,7,7,7,8,7,7,0,5,7,9,11,14,9,7,19,7,7,10,10,9,8,9,11,8,7,11,5,8,7,9,6,15,11,10,9,6,7,10,8,6,6,11,10,10,9,6,5,7,5,6,6,8,6,7,10,11
10,7,16,6,5,10,16,7,12,11,11,7,7,6,6,8,10,6,9,8,10,15,7,8,8,7,10,7,10,6,8,12,9,7,6,6,9,19,6,8,10,7,13,9,12,9,6,6,7,9,5,0,6,7,8,6,7,9,9,8,10,8,8,7,16,19,8,6,9,8,7,7,6,10,11,9,7,8,7,9,6,8,15,5,7,8,9,8,8,10,8,6,9,10,9,6,9,16,13,9
8,14,9,8,9,10,8,13,8,9,6,6,7,9,16,12,10,13,9,7,16,5,10,13,7,7,13,7,11,9,9,6,10,11,6,6,10,6,13,7,6,11,13,6,14,8,55,7,6,9,7,6,0,11,9,6,11,43,13,8,12,7,9,7,9,7,15,7,9,7,13,7,7,8,11,6,6,10,5,29,9,11,9,6,13,7,6,7,12,6,7,8,5,16,8,7,13,7,13,6
7,11,9,17,6,6,7,6,5,6,6,6,13,7,7,6,6,8,7,7,11,9,6,13,7,13,9,10,13,8,7,8,21,69,7,13,11,13,6,24,18,10,8,17,9,6,11,5,6,6,9,7,11,0,7,8,9,6,12,11,6,24,7,6,8,8,7,7,10,7,6,7,6,6,11,19,7,7,16,11,17,7,10,6,6,6,8,6,7,6,7,11,8,6,8,7,15,6,12,12
8,6,7,10,6,7,7,14,10,6,6,12,7,6,7,7,9,14,6,7,6,10,6,9,11,7,11,6,9,10,7,7,6,7,7,6,7,9,9,7,6,7,6,6,12,6,7,10,7,8,11,8,9,7,0,6,9,9,14,6,9,7,7,7,7,6,10,7,12,7,14,8,14,13,5,8,7,6,6,6,6,7,6,7,14,6,6,9,10,6,7,6,6,6,7,7,10,7,9,26
8,6,9,10,13,12,7,7,9,10,7,7,11,9,6,6,12,7,8,6,7,6,6,7,16,11,20,7,7,9,12,9,9,8,9,8,7,10,10,5,7,9,8,8,9,8,6,7,11,8,14,6,6,8,6,0,7,7,8,9,7,10,12,10,6,17,13,9,10,10,9,7,6,9,13,7,5,13,7,9,9,14,10,11,9,8,7,12,7,5,8,9,7,11,6,9,11,11,7,8
17,6,5,19,6,9,10,6,10,10,10,6,7,9,6,10,7,16,6,7,5,7,9,7,12,7,6,6,6,12,6,9,8,9,6,10,6,8,8,10,9,6,6,10,6,7,11,9,12,7,9,7,11,9,9,7,0,10,16,6,6,10,7,7,9,8,6,10,10,7,6,6,6,16,14,13,6,7,6,9,8,27,7,10,6,6,6,10,6,7,6,6,6,12,6,10,24,9,10,7
8,14,7,6,7,18,6,7,7,9,8,7,6,9,16,12,6,7,7,7,12,6,14,6,7,6,13,8,21,7,12,6,10,6,5,6,10,7,13,7,7,11,8,6,14,8,28,8,9,6,7,9,43,6,9,7,10,0,6,8,12,7,7,6,6,7,15,6,13,7,7,7,7,6,11,6,10,10,10,9,9,10,9,6,7,7,7,7,6,6,7,8,7,12,8,6,13,7,13,7
7,6,9,7,8,9,19,6,14,6,6,6,6,6,5,8,8,32,6,5,6,6,11,11,13,6,11,7,9,10,6,7,9,12,7,9,13,15,7,10,8,10,5,7,7,8,13,7,7,7,19,9,13,12,14,8,16,6,0,13,9,10,10,7,13,16,5,10,9,5,8,7,8,11,8,12,7,6,10,13,7,10,5,8,6,8,9,6,9,7,5,13,7,6,6,10,6,9,6,11
12,8,7,13,12,6,8,7,9,6,8,9,14,9,6,6,6,7,9,6,12,10,8,10,9,14,8,7,5,14,5,6,6,11,10,7,18,10,7,7,7,5,9,8,8,8,5,12,7,8,7,8,8,11,6,9,6,8,13,0,16,7,6,6,6,8,6,6,8,6,7,8,10,7,7,17,6,7,6,5,8,6,7,6,7,11,6,10,6,6,5,47,6,8,7,6,13,7,9,6
7,14,8,14,12,6,7,7,6,9,9,6,7,5,7,5,10,10,9,6,11,11,8,7,8,7,7,6,6,9,5,5,6,6,7,6,12,6,6,13,7,7,6,6,9,13,10,5,10,7,7,10,12,6,9,7,6,12,9,16,0,13,5,15,10,6,10,15,7,6,7,6,7,7,12,6,7,6,7,10,7,6,7,6,7,10,10,10,14,6,11,16,9,7,7,15,14,10,7,10
6,12,14,6,19,7,10,6,6,9,16,7,9,9,7,9,6,7,12,6,7,16,10,10,10,9,6,10,6,6,8,10,8,24,6,9,8,16,8,63,9,6,6,7,12,11,9,9,16,11,10,8,7,24,7,10,10,7,10,7,13,0,8,7,7,16,7,7,10,10,6,6,13,6,15,6,11,7,6,10,8,10,6,16,6,10,7,6,9,11,5,8,7,7,12,7,6,16,9,10
7,9,12,10,9,12,6,11,6,7,6,7,5,10,12,26,12,6,5,8,9,7,9,7,9,9,9,7,17,8,59,7,9,7,6,9,11,10,10,8,7,10,6,6,6,8,9,11,12,8,10,8,9,7,7,12,7,7,10,6,5,8,0,6,6,10,6,6,7,8,11,12,7,9,6,9,7,7,7,8,10,47,10,7,11,7,6,12,9,7,6,11,6,9,7,6,10,12,6,6
9,7,9,7,6,7,6,9,10,10,9,7,8,7,6,10,7,8,10,8,7,11,9,7,8,8,6,9,10,6,6,11,5,6,7,7,7,5,6,7,6,9,10,6,7,11,8,7,6,11,9,7,7,6,7,10,7,6,7,6,15,7,6,0,20,7,10,30,10,6,9,7,15,6,7,7,8,8,10,8,9,7,6,7,9,9,8,8,7,8,8,7,6,7,12,28,7,6,6,12
7,6,7,7,15,8,6,9,9,8,5,6,6,5,5,8,7,6,19,13,6,7,11,6,10,6,12,11,9,6,6,7,6,8,15,10,10,10,9,7,9,12,19,13,7,7,9,6,7,6,8,16,9,8,7,6,9,6,13,6,10,7,6,20,0,8,5,15,6,6,9,16,7,11,11,10,6,13,8,6,6,9,9,6,9,11,6,7,6,7,10,9,6,6,9,15,7,7,7,7
14,7,13,7,7,14,10,17,33,11,12,9,10,9,10,10,7,7,7,5,8,6,9,19,7,10,6,6,7,7,10,8,7,8,13,9,8,25,7,16,6,5,12,6,11,13,6,11,12,6,9,19,7,8,6,17,8,7,16,8,6,16,10,7,8,0,6,7,9,5,9,9,13,7,11,8,7,7,7,7,9,8,12,8,7,6,14,7,14,14,10,8,14,8,6,7,9,13,14,6
9,10,7,7,6,9,7,6,9,7,14,13,5,9,5,11,9,5,7,6,7,5,11,13,10,5,9,8,15,11,9,7,19,7,7,8,6,8,10,7,9,6,7,9,7,10,15,10,9,10,11,8,15,7,10,13,6,15,5,6,10,7,6,10,5,6,0,6,6,7,6,22,10,9,5,7,6,8,13,6,11,12,9,14,6,10,8,9,9,6,8,6,7,7,10,6,7,6,7,7
13,9,6,10,7,8,9,9,10,6,17,7,14,9,6,6,5,17,11,8,7,8,6,11,7,14,6,9,5,9,6,9,9,7,20,7,6,10,8,7,18,6,11,6,7,12,8,6,6,12,8,6,7,7,7,9,10,6,10,6,15,7,6,30,15,7,6,0,12,6,10,7,15,6,7,7,8,9,6,13,9,6,6,7,6,9,17,6,6,11,7,6,10,7,6,68,10,6,12,10
9,8,8,11,17,6,8,9,10,8,11,6,10,6,20,10,6,8,6,9,5,10,12,8,10,10,6,10,11,9,7,6,15,10,7,6,9,7,11,7,10,7,6,7,8,12,6,7,13,12,7,9,9,10,12,10,10,13,9,8,7,10,7,10,6,9,6,12,0,9,6,6,7,9,6,9,15,7,9,8,7,12,7,6,9,10,17,6,8,7,8,9,17,11,10,12,11,8,9,6
